Text,Classification,Length
During the construction of a water storage tank a worker was killed by an electric discharge because while guiding the hook of a crane its wires came into contact with a high tension line.,Fatal Incident,188
Gas bottle rack was being loaded to a boat from an offshore platform. Wave movement crushed the contractor between the gas bottle rack and another 30 ft. container on the back of the boat.,Fatal Incident,188
A concrete mixer truck was reversing and the banksman was too slow to indicate to the driver to stop. The banksman•À_s leg was trapped between the Concrete Mixer Bull Bar and concrete wall.,HiPo Incident,188
"Pin dropped from main hook of crane during operations at height of approximately 20 metres, hitting a person on the elbow. The injured person was taken to hospital for medical examination.",HiPo Incident,188
The rig mast was being lowered. The fitting on the hydraulic system failed causing loss of pressure in the lowering ram. The second ram could not support the mast which fell to the ground.,HiPo Incident,188
"Two contractors were working on road maintenance and while preparing road signs (with fire) they were accidentally burned.  Both were hospitalised for first, second and third degree burns.",HiPo Incident,188
A contractor's supply vessel ran out of fuel while working near the production platform.  The vessel dropped anchor to prevent further drifting but the anchor failed to hold grip on seabed.,HiPo Incident,189
A helicopter started to lift-off an offshore platform deck while two persons were nearby (not boarded yet). The helicopter reached a height of 1.5 meters  before re-landing to pick them up.,HiPo Incident,189
A worker received an electric shock to his right forearm while conducting work on a generator.  The worker experienced some tingling and numbness but suffered no injury from the incident.  ,HiPo Incident,189
"During disconnection of the loading arm, after uncoupling the loading arm from the ship manifold, the loading arm targeting cable failed. The situation was controlled by on scene operators.",HiPo Incident,189
"During upgrade of a refrigeration plant knock out drum, high levels of mercury were identified in the vessel. Full decontamination practices were employed to manage the contamination found.",HiPo Incident,189
Vessel was in the process of mooring alongside the quay. The Captain reporting seeing a person who jumped onboard deck before the gangway was secure and access granted to board the vessel. ,HiPo Incident,189
"While erecting scaffolding, the injured person stepped off a partially erected scaffold and put his foot on a protruding scaffold board on the floor and slipped, sustaining an ankle injury.",HiPo Incident,189
"While involved in a cleaning operation, a worker fell through an open access manhole, catching his lower abdomen on the deck edge of the access resulting in fracture &amp; damage to spleen.",HiPo Incident,189
"A terminal Dolphin in Caribito river was being demolished, the platform  where the debris were being put, failed down, resulting the foreman, who worked on the platform, struck by the debris",Fatal Incident,190
Employee of contracting well working team drove a truck to the job site.  When he was overtaking 3 cars it collided with another car coming from the opposite direction and killed the driver.,Fatal Incident,190
When a beehive was disturbed the bees attacked the swamp buggy. Four men jumped overboard to escape the bees. Three of the men were picked up by a speedboat later but the fourth man drowned.,Fatal Incident,190
An operator was struck on the head by a fire insulation hatch which fell while he was working with it. The hatch weighed 62 kg. He was sent to hospital  but they did not find anything wrong.,HiPo Incident,190
"While offloading a supply vessel at night, a large swell caused an Able Bodied Seaman to be swept overboard into the sea.  He was wearing a lifejacket and was rescued in less than 5 minutes.",HiPo Incident,190
Accident occurred while trailer driver was reversing as the labourer was attempting to get down from the top of trailer where he lost his balance and fell down beneath the rear tractor wheel.,Fatal Incident,191
"Contractor twin-cabin van collided with third party vehicle resulting in the death of 4 men.  Also, 1 3P &amp; 1 other contractor(LTI) sustained sever injuries and another 3P slight injuries.",Fatal Incident,191
"When an operator started up the compressor a gas accumulation appeared immediately and ignited, reaching the worker who died.  This accident was due to the violation of operational proceures.",Fatal Incident,191
A contractor driver was driving along when a front tyre blew off causing the driver to lose control of his vehicle.  The vehicle rolled over and the driver was sent to hospital for treatment.,HiPo Incident,191
A gas release was observed during the restart of a platform following a planned shutdown. The platform was immediately shut down and de-pressured. No personnel were injured during this event.,HiPo Incident,191
Operator was manually closing a 25mm steam bypass valve when the bonnet failed resulting in a steam release and the ejection of the stem and handle. The operator did not receive any injuries.,HiPo Incident,191
"The operation was shut down and all employees and neighbouring communities evacuated by air.  The resultant local communal clashes lead to the loss of about 140,000 bbl/d production to date. ",HiPo Incident,191
"While returning from field operation a bus transporting the seismic drill crews slipped off the main track into a paddy field, a drop of approximately 2 feet, flipping the bus onto its side. ",HiPo Incident,191
"Whilst doing safety checks on H2S monitoring equipment it was identified that 4 Escape Breathing Apparatus sets on the drill floor, had the valves wound right out and the bottles where empty.",HiPo Incident,191
